경기장명,대중교통시설구분명,직선거리값,도보거리값,도보이동시간,정류장지하철역명
서울종합운동장 야구장,버스,326.11304,451,406,종합운동장사거리
서울종합운동장 야구장,버스,915.47041,888,859,잠실새내역
서울종합운동장 야구장,버스,982.03649,985,1006,잠실새내역4번출구
서울종합운동장 야구장,버스,531.99487,1011,972,잠실종합운동장
서울종합운동장 야구장,버스,519.74898,894,865,잠실종합운동장
서울종합운동장 야구장,버스,990.56103,1000,1020,잠실새내역4번출구
서울종합운동장 야구장,버스,861.29843,843,818,잠실엘스아파트앞
서울종합운동장 야구장,버스,939.27228,1274,1256,잠실근린공원.성현교회
서울종합운동장 야구장,버스,872.74989,1208,1201,아시아선수촌아파트삼거리.성현교회
서울종합운동장 야구장,버스,454.955,485,497,종합운동장사거리
서울종합운동장 야구장,버스,480.17129,521,589,종합운동장사거리
서울종합운동장 야구장,버스,556.2515,748,733,아시아선수촌아파트
서울종합운동장 야구장,버스,484.46899,642,638,아시아선수촌아파트
서울종합운동장 야구장,버스,761.6582,1291,1275,아주중학교
서울종합운동장 야구장,버스,769.4451,1361,1274,아주중학교
서울종합운동장 야구장,버스,522.41223,990,1160,잠실종합운동장
서울종합운동장 야구장,버스,541.36153,915,884,잠실종합운동장
서울종합운동장 야구장,버스,319.47959,820,980,잠실종합운동장
서울종합운동장 야구장,버스,491.82,543,609,잠실주공1단지
서울종합운동장 야구장,버스,488.03761,517,525,잠실주공1단지
서울종합운동장 야구장,지하철,394.22541,587,598,종합운동장(9)
서울종합운동장 야구장,지하철,334.65876,729,668,종합운동장(8)
서울종합운동장 야구장,지하철,384.87638,812,740,종합운동장(7)
서울종합운동장 야구장,지하철,430.61654,851,844,종합운동장(6)
서울종합운동장 야구장,지하철,480.40276,878,899,종합운동장(5)
서울종합운동장 야구장,지하철,523.27623,991,1163,종합운동장(4)
서울종합운동장 야구장,지하철,471.66444,944,913,종합운동장(3)
서울종합운동장 야구장,지하철,389.8619,837,820,종합운동장(2)
서울종합운동장 야구장,지하철,364.75846,788,774,종합운동장(1)
서울종합운동장 야구장,지하철,394.22541,587,598,종합운동장(9)
서울종합운동장 야구장,지하철,334.65876,729,668,종합운동장(8)
서울종합운동장 야구장,지하철,384.87638,812,740,종합운동장(7)
서울종합운동장 야구장,지하철,430.61654,851,844,종합운동장(6)
서울종합운동장 야구장,지하철,480.40276,878,899,종합운동장(5)
서울종합운동장 야구장,지하철,523.27623,991,1163,종합운동장(4)
서울종합운동장 야구장,지하철,471.66444,944,913,종합운동장(3)
서울종합운동장 야구장,지하철,389.8619,837,820,종합운동장(2)
서울종합운동장 야구장,지하철,364.75846,788,774,종합운동장(1)
대구삼성라이온즈파크,버스,942.29199,1974,2354,유림아파트113동
사직야구장,버스,990.80092,2056,2418,유림스토아
사직야구장,버스,986.30999,2059,2422,유림스토아
사직야구장,버스,475.27621,1197,1531,거제여중
사직야구장,버스,603.36641,1685,2128,수덕사
사직야구장,버스,725.91506,1153,1527,부산의료원
사직야구장,버스,538.32886,854,1084,대우그린타워아파트
사직야구장,버스,541.11872,833,950,부산의료원
사직야구장,버스,980.29622,974,978,부산교육대학교후문
사직야구장,버스,165.55405,263,301,홈플러스
사직야구장,버스,951.43174,1498,1720,계성여상입구
사직야구장,버스,999.93599,1709,1922,거제4동새마을금고
사직야구장,지하철,540.19456,724,865,종합운동장(1)
사직야구장,지하철,374.71614,550,554,종합운동장(11)
사직야구장,지하철,548.78114,727,805,종합운동장(2)
사직야구장,지하철,501.70612,707,838,종합운동장(3)
사직야구장,지하철,407.17609,597,657,종합운동장(4)
사직야구장,지하철,450.13643,655,864,종합운동장(5)
사직야구장,지하철,397.61459,652,810,종합운동장(7)
사직야구장,지하철,362.41184,525,574,종합운동장(9)
사직야구장,버스,819.41961,1760,2157,만수사
사직야구장,버스,823.23081,1755,2151,만수사
사직야구장,버스,784.77106,1651,2041,청구아파트
사직야구장,버스,781.1176,1139,1201,대우아파트
사직야구장,버스,835.83454,1019,1084,법원-검찰청
사직야구장,버스,861.94825,952,959,여명중학교
사직야구장,버스,747.27906,905,917,연제우체국
사직야구장,버스,478.03967,676,711,현대쌍용아파트
사직야구장,버스,462.31908,662,699,현대쌍용아파트
사직야구장,버스,738.70786,897,910,남문초등학교
사직야구장,버스,957.94305,955,961,대선주조
사직야구장,버스,560.18283,768,870,거성교차로(종합운동장역)
사직야구장,버스,79.57627,261,292,사직실내수영장
사직야구장,버스,476.49699,702,929,거성교차로(종합운동장역)
사직야구장,버스,513.2238,804,909,거성교차로
사직야구장,버스,593.3209,938,1026,거제리안동네
사직야구장,버스,700.39317,1006,1245,거제리안동네
사직야구장,버스,850.99017,1229,1291,거제교회
사직야구장,버스,882.11041,1211,1439,거제교회
사직야구장,버스,927.54529,1982,2370,유림아파트113동
사직야구장,버스,162.18691,258,296,홈플러스
사직야구장,버스,344.06144,492,531,종합운동장역
사직야구장,버스,274.90465,494,596,삼정그린코아아파트
사직야구장,버스,270.16372,803,940,삼정그린코아아파트
사직야구장,버스,444.07228,659,698,현대쌍용아파트
사직야구장,버스,795.80593,1660,2040,청구아파트
사직야구장,버스,779.92864,1607,1990,거성중
사직야구장,버스,730.75456,1534,1925,곰두리스포츠센터
사직야구장,버스,737.80294,1479,1850,곰두리스포츠센터
사직야구장,버스,704.01631,1402,1758,구연제교통차고지
사직야구장,버스,709.9812,1402,1758,구연제교통차고지
사직야구장,버스,738.5731,910,922,남문초등학교
사직야구장,버스,861.6314,865,881,여명중학교입구
사직야구장,버스,837.4336,1158,1388,화신아파트
사직야구장,버스,726.16573,1033,1271,화랑아파트
사직야구장,버스,587.47971,948,1152,탑마트
사직야구장,버스,602.77178,960,1217,탑마트
사직야구장,버스,655.42834,1334,1676,김씨네슈퍼
사직야구장,버스,556.45629,1021,1258,거제2치안센터
사직야구장,버스,533.9778,1154,1459,거제여중
사직야구장,버스,597.11844,1243,1566,거송경로당
사직야구장,버스,313.31454,535,533,창신초등학교
사직야구장,버스,986.57585,1426,1472,경남아파트
사직야구장,버스,803.52873,935,951,법원-검찰청
사직야구장,버스,379.59858,642,692,창신초등학교(종합운동장역)
사직야구장,버스,965.89802,1140,1190,법원-검찰청
사직야구장,버스,553.86462,870,1104,부산의료원
사직야구장,버스,943.98245,1084,1078,거제리대조연립
사직야구장,버스,575.99552,868,989,부산의료원
사직야구장,버스,656.87468,1328,1669,김씨네슈퍼
사직야구장,버스,747.12152,917,929,남문초등학교
사직야구장,버스,430.99543,637,680,현대쌍용아파트
사직야구장,버스,331.89934,709,849,삼정그린아파트
사직야구장,버스,283.97446,507,616,삼정그린아파트
대구삼성라이온즈파크,버스,939.38081,794,771,고산농협창고앞
대구삼성라이온즈파크,버스,905.14236,1074,1012,고모동입구
대구삼성라이온즈파크,버스,609.14574,1225,1311,삼덕동1
대구삼성라이온즈파크,지하철,189.33633,238,290,대공원(1)
대구삼성라이온즈파크,버스,595.2609,1233,1319,삼덕동2
대구삼성라이온즈파크,버스,144.92222,208,255,대공원역(1번출구)
대구삼성라이온즈파크,버스,70.43354,13,12,대공원역(5번출구)
대구삼성라이온즈파크,버스,720.89953,1428,1500,경기장네거리1
대구삼성라이온즈파크,버스,696.57581,1317,1335,경기장네거리2
대구삼성라이온즈파크,버스,850.59252,1849,1718,가천동앞
대구삼성라이온즈파크,버스,390.60517,433,417,연호지
대구삼성라이온즈파크,버스,685.99185,570,575,월드컵삼거리
대구삼성라이온즈파크,버스,542.51924,494,516,월드컵삼거리앞
대구삼성라이온즈파크,버스,886.95453,873,952,연호동화훼단지2
대구삼성라이온즈파크,버스,877.98502,820,753,연호동화훼단지1
대구삼성라이온즈파크,버스,907.38514,1250,1351,오성아파트
대구삼성라이온즈파크,버스,910.52836,809,786,고산농협창고건너
대구삼성라이온즈파크,버스,837.29411,1821,1661,가천동건너
대구삼성라이온즈파크,버스,468.00164,948,979,수성알파시티1
대구삼성라이온즈파크,버스,547.12903,1245,1244,수성알파시티2
대구삼성라이온즈파크,버스,455.68493,498,541,연호지건너
대구삼성라이온즈파크,버스,866.35201,2047,2186,육상진흥센터앞
대구삼성라이온즈파크,버스,818.49482,1857,1922,육상진흥센터건너
대구삼성라이온즈파크,버스,750.48593,1524,1612,대흥동건너
대구삼성라이온즈파크,버스,751.27816,1520,1604,대흥동앞
대구삼성라이온즈파크,지하철,101.80552,90,90,대공원(5)
대구삼성라이온즈파크,지하철,148.13915,165,155,대공원(4)
대구삼성라이온즈파크,지하철,201.41914,269,312,대공원(3)
대구삼성라이온즈파크,지하철,238.59338,243,292,대공원(2)
인천SSG랜더스필드,지하철,695.30819,1463,1402,인천터미널(1)
인천SSG랜더스필드,지하철,710.3107,1259,1547,인천터미널(2)
인천SSG랜더스필드,지하철,690.0479,1214,1508,인천터미널(3)
인천SSG랜더스필드,지하철,660.1405,1396,1342,인천터미널(4)
인천SSG랜더스필드,지하철,637.88179,1484,1521,인천터미널(5)
인천SSG랜더스필드,지하철,662.56612,1481,1529,인천터미널(6)
인천SSG랜더스필드,버스,898.83571,1547,1437,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,947.67677,1521,1555,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,903.4507,1481,1442,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,900.83758,1542,1490,문학경기장(박태환수영장)
인천SSG랜더스필드,지하철,941.41625,1532,1496,문학경기장(1)
인천SSG랜더스필드,지하철,931.99568,1502,1561,문학경기장(2)
인천SSG랜더스필드,지하철,593.21582,859,997,문학경기장(2)
인천SSG랜더스필드,지하철,575.54749,862,905,문학경기장(1)
인천SSG랜더스필드,버스,487.37604,877,845,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,498.65535,872,898,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,535.90314,811,850,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,602.88758,878,992,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,487.37604,877,845,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,535.90314,811,850,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,498.65535,872,898,문학경기장(박태환수영장)
인천SSG랜더스필드,지하철,575.54749,862,905,문학경기장(1)
인천SSG랜더스필드,버스,602.88758,878,992,문학경기장(박태환수영장)
인천SSG랜더스필드,지하철,593.21582,859,997,문학경기장(2)
인천SSG랜더스필드,버스,538.22329,910,878,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,655.51012,910,1024,문학경기장(박태환수영장)
인천SSG랜더스필드,지하철,627.89773,894,937,문학경기장(1)
인천SSG랜더스필드,지하철,645.88418,891,1030,문학경기장(2)
인천SSG랜더스필드,버스,549.98333,904,931,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,588.31277,844,883,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,602.88758,878,992,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,487.37604,877,845,문학경기장(박태환수영장)
인천SSG랜더스필드,지하철,575.54749,862,905,문학경기장(1)
인천SSG랜더스필드,지하철,593.21582,859,997,문학경기장(2)
인천SSG랜더스필드,버스,498.65535,872,898,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,535.90314,811,850,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,989.09054,1799,1790,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,970.86907,1794,1800,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,996.95627,1805,1737,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,957.38589,1739,1742,문학경기장(박태환수영장)
인천SSG랜더스필드,지하철,985.91141,1789,1796,문학경기장(1)
인천SSG랜더스필드,지하철,952.86847,1775,1806,문학경기장(2)
인천SSG랜더스필드,버스,535.90314,811,850,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,498.65535,872,898,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,487.37604,877,845,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,602.88758,878,992,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,535.90314,811,850,문학경기장(박태환수영장)
인천SSG랜더스필드,버스,498.65535,872,898,문학경기장(박태환수영장)
인천SSG랜더스필드,지하철,575.54749,862,905,문학경기장(1)
인천SSG랜더스필드,지하철,593.21582,859,997,문학경기장(2)
인천SSG랜더스필드,지하철,593.21582,859,997,문학경기장(2)
인천SSG랜더스필드,버스,602.88758,878,992,문학경기장(박태환수영장)
인천SSG랜더스필드,지하철,575.54749,862,905,문학경기장(1)
인천SSG랜더스필드,버스,487.37604,877,845,문학경기장(박태환수영장)
광주-기아 챔피언스 필드,버스,818.13969,838,856,광주기아챔피언스필드입구
광주-기아 챔피언스 필드,버스,991.36349,972,956,광주기아챔피언스필드
광주-기아 챔피언스 필드,버스,945.10172,963,946,광주기아챔피언스필드
광주-기아 챔피언스 필드,버스,672.60256,1195,1174,광주기아챔피언스필드정문
광주-기아 챔피언스 필드,버스,194.56271,616,594,광주기아챔피언스필드입구
광주-기아 챔피언스 필드,버스,239.65614,539,523,광주기아챔피언스필드
광주-기아 챔피언스 필드,버스,260.23523,539,525,광주기아챔피언스필드
광주-기아 챔피언스 필드,버스,707.50707,1202,1179,광주기아챔피언스필드정문
대전한화생명이글스파크,버스,216.30394,642,590,한밭종합운동장
대전한화생명이글스파크,버스,471.70466,701,694,문창동보문교
대전한화생명이글스파크,버스,545.7595,645,643,보문산진입로
대전한화생명이글스파크,버스,935.25157,1029,1061,보문산공원로
대전한화생명이글스파크,버스,949.28739,1052,1072,보문산공원로
대전한화생명이글스파크,버스,597.90062,696,692,보문산진입로
대전한화생명이글스파크,버스,614.13265,597,644,보문오거리
대전한화생명이글스파크,버스,379.17825,648,609,남대전고등학교
대전한화생명이글스파크,버스,600.15188,584,639,보문오거리
대전한화생명이글스파크,버스,767.73511,737,789,테미고개
대전한화생명이글스파크,버스,813.30669,778,846,테미고개
대전한화생명이글스파크,버스,242.02485,660,666,한밭종합운동장
대전한화생명이글스파크,버스,580.23117,615,645,보문오거리
대전한화생명이글스파크,버스,184.15306,1165,1071,청란여자고등학교
대전한화생명이글스파크,버스,211.18504,1171,1086,청란여자고등학교
대전한화생명이글스파크,버스,974.09229,1681,1781,중앙로역9번출구
대전한화생명이글스파크,버스,949.78185,1652,1596,중앙로역1번출구
대전한화생명이글스파크,버스,945.41974,1814,1802,으능정이거리
대전한화생명이글스파크,버스,957.86218,1751,1801,으능정이거리
대전한화생명이글스파크,버스,932.4726,1723,1660,으능정이거리
대전한화생명이글스파크,버스,403.08753,761,749,오토바이거리
대전한화생명이글스파크,버스,360.33473,717,709,오토바이거리
대전한화생명이글스파크,버스,173.58306,235,226,한화생명이글스파크
대전한화생명이글스파크,버스,276.92886,282,336,한화생명이글스파크
대전한화생명이글스파크,버스,988.86591,1276,1294,대고오거리
대전한화생명이글스파크,버스,461.3389,1030,1008,부사오거리
대전한화생명이글스파크,버스,620.19647,1221,1237,부사오거리
대전한화생명이글스파크,버스,405.54629,1147,1054,부사오거리
대전한화생명이글스파크,버스,607.46417,1224,1185,부사오거리
대전한화생명이글스파크,버스,627.14749,668,696,보문오거리
대전한화생명이글스파크,지하철,963.28432,1615,1562,중앙로(1)
대전한화생명이글스파크,지하철,949.60853,1560,1512,중앙로(2)
대전한화생명이글스파크,지하철,959.57011,1536,1493,중앙로(3)
대전한화생명이글스파크,지하철,991.85049,1585,1533,중앙로(5)
대전한화생명이글스파크,지하철,983.40688,1656,1759,중앙로(9)
대전한화생명이글스파크,버스,320.28661,888,833,남대전고등학교
대전한화생명이글스파크,버스,303.26367,829,771,남대전고등학교
대전한화생명이글스파크,버스,827.86392,1254,1209,대전고등학교
대전한화생명이글스파크,버스,602.15163,1256,1242,대흥동우체국
대전한화생명이글스파크,버스,625.26573,1354,1270,대흥동우체국
대전한화생명이글스파크,버스,530.18366,776,762,문창동보문교
대전한화생명이글스파크,버스,723.70797,842,857,대전중학교
대전한화생명이글스파크,버스,765.29212,880,889,대전중학교
대전한화생명이글스파크,버스,699.94608,1224,1224,대흥네거리
대전한화생명이글스파크,버스,637.41503,1129,1077,대흥네거리
대전한화생명이글스파크,버스,748.0172,1287,1276,대흥동성당
대전한화생명이글스파크,버스,849.63698,1365,1342,대흥동성당
대전한화생명이글스파크,버스,923.82533,1789,1719,으능정이거리
대전한화생명이글스파크,버스,871.45216,1465,1447,문창시장
대전한화생명이글스파크,버스,858.21799,1445,1369,문창시장
대전한화생명이글스파크,버스,620.28062,602,661,보문오거리
수원케이티위즈파크,버스,467.60069,1139,1121,장안문.느림보타운
수원케이티위즈파크,버스,386.18266,969,985,장안구청
수원케이티위즈파크,버스,359.12599,915,925,장안구청
수원케이티위즈파크,버스,667.16024,1589,1602,장안공원
수원케이티위즈파크,버스,479.25101,591,566,월계사거리
수원케이티위즈파크,버스,916.61742,2074,2016,화서문로터리
수원케이티위즈파크,버스,926.323,2114,2076,화서문로터리
수원케이티위즈파크,버스,466.92092,499,479,월계사거리
수원케이티위즈파크,버스,878.85977,1218,1149,교육청사거리
수원케이티위즈파크,버스,848.69908,1223,1153,KB손해보험인재니움
수원케이티위즈파크,버스,695.27712,1449,1349,장안문
수원케이티위즈파크,버스,724.13389,1431,1333,장안문
수원케이티위즈파크,버스,870.69481,1737,1775,수원전통문화관.장안동
수원케이티위즈파크,버스,874.08825,1693,1559,장안문.수원전통문화관
수원케이티위즈파크,버스,456.26853,1109,1166,조원2동주민센터
수원케이티위즈파크,버스,852.48963,1416,1345,상공회의소
수원케이티위즈파크,버스,751.80301,1313,1254,상공회의소.수성고교
수원케이티위즈파크,버스,385.80359,968,965,수성중사거리
수원케이티위즈파크,버스,377.39897,954,952,수성중사거리
수원케이티위즈파크,버스,422.84166,564,644,영화초등학교.한국건강관리협회
수원케이티위즈파크,버스,436.24324,582,590,영화초등학교.한국건강관리협회
수원케이티위즈파크,버스,102.4577,403,398,수원KT위즈파크.수원종합운동장
수원케이티위즈파크,버스,253.8562,700,728,수원KT위즈파크.수원종합운동장
수원케이티위즈파크,버스,355.40257,759,728,수성중학교
수원케이티위즈파크,버스,334.7532,742,713,수성중학교
수원케이티위즈파크,버스,983.1735,1127,1161,벽산아파트
수원케이티위즈파크,버스,547.05477,939,973,조원시장
수원케이티위즈파크,버스,535.06943,927,962,조원시장
수원케이티위즈파크,버스,433.00236,937,958,조원1동
수원케이티위즈파크,버스,423.05353,945,966,조원동
수원케이티위즈파크,버스,442.42145,1064,1065,한일타운
수원케이티위즈파크,버스,871.73275,1470,1514,조원뉴타운
수원케이티위즈파크,버스,374.06045,646,684,로얄팰리스
수원케이티위즈파크,버스,352.52495,599,641,로얄팰리스
수원케이티위즈파크,버스,823.49059,912,908,송원중학교.수원서부교회
수원케이티위즈파크,버스,932.21452,1004,1043,송원중학교.수원서부교회
수원케이티위즈파크,버스,827.11001,1970,1942,화서문.장안공원
수원케이티위즈파크,버스,792.50346,1897,1857,한국은행
수원케이티위즈파크,버스,887.48202,1041,1072,영화공원
수원케이티위즈파크,버스,642.34015,1358,1370,조원고등학교
수원케이티위즈파크,버스,661.55622,1399,1475,조원고등학교
수원케이티위즈파크,버스,446.34622,1128,1173,동성아울렛
수원케이티위즈파크,버스,732.27963,848,916,조원시장입구
수원케이티위즈파크,버스,681.92171,852,917,조원시장입구
수원케이티위즈파크,버스,370.68764,981,982,KT수원지사.국민연금북수원지사
수원케이티위즈파크,버스,659.61143,1014,1015,한일타운.경기일보.홈플러스
수원케이티위즈파크,버스,436.35628,733,694,장안지하차도.수원KT위즈파크
수원케이티위즈파크,버스,825.07387,1108,1041,경기일보.한일타운
수원케이티위즈파크,버스,321.78811,505,557,수원종합운동장.로얄팰리스.아너스빌위즈
수원케이티위즈파크,버스,354.28408,958,964,KT수원지사.국민연금북수원지사
수원케이티위즈파크,버스,567.78658,1280,1255,장안문
수원케이티위즈파크,버스,784.6934,1866,1852,수일여중
수원케이티위즈파크,버스,661.78539,1535,1550,장안공원
수원케이티위즈파크,버스,646.97746,1510,1520,장안공원
수원케이티위즈파크,버스,338.96477,502,474,수원KT위즈파크
수원케이티위즈파크,버스,439.82818,526,507,수원KT위즈파크.행정동우회관
수원케이티위즈파크,버스,304.80723,443,441,수원종합운동장.수원시체육회관.아너스빌위즈
수원케이티위즈파크,버스,634.83698,1597,1654,송원초등학교.유당마을
수원케이티위즈파크,버스,755.14059,1897,1892,수일여중
수원케이티위즈파크,버스,645.51347,1578,1608,한일타운후문.교통연수원
수원케이티위즈파크,버스,780.57804,1362,1401,조원주공아파트
창원NC파크,버스,797.91381,1181,1162,석전동육교(서마산교회방면)
창원NC파크,버스,950.68786,2042,2064,마산역종점
창원NC파크,버스,976.14598,1865,1862,도원예시장
창원NC파크,버스,755.29893,905,873,메트로시티2단지
창원NC파크,버스,779.81018,963,925,메트로시티2단지(건너편)
창원NC파크,버스,237.87898,424,427,문화방송(한일메트로시티)
창원NC파크,버스,436.41176,760,714,3.15아트센타
창원NC파크,버스,833.51863,1696,1694,역전치안센터
창원NC파크,버스,592.30906,691,680,야구장앞홈플러스(맞은편)
창원NC파크,버스,810.97154,1335,1394,한일타운
창원NC파크,버스,446.60818,490,454,야구장.마산회원구청(맞은편)
창원NC파크,버스,297.98976,626,641,3.15아트센타(맞은편)
창원NC파크,버스,871.24601,1430,1478,타워맨션
창원NC파크,버스,785.93978,1624,1579,용마고등학교
창원NC파크,버스,285.72176,567,541,동마산주유소
창원NC파크,버스,704.20993,1162,1094,석전동(마산태봉병원맞은편)
창원NC파크,버스,908.54867,1176,1176,한일로타리
창원NC파크,버스,794.50444,1662,1595,용마고등학교(건너편)
창원NC파크,버스,337.74431,716,753,여성회관
창원NC파크,버스,651.31298,766,748,야구장앞홈플러스
창원NC파크,버스,867.03166,1092,1101,고속버스터미널
창원NC파크,버스,805.10266,1506,1542,육호광장(상남동성당)
창원NC파크,버스,653.90872,871,960,무학여고(앞)
창원NC파크,버스,868.43331,975,887,신세계백화점(맞은편)
창원NC파크,버스,564.95137,761,835,회원1동
창원NC파크,버스,950.34331,1458,1321,산호동(하나마트)
창원NC파크,버스,567.18652,906,959,육호주유소
창원NC파크,버스,965.97367,1588,1499,합포동(생명교회앞)
창원NC파크,버스,757.95133,1274,1279,육호광장(상남초등학교)
창원NC파크,버스,958.19181,2026,1893,자유무역지역정문
창원NC파크,버스,986.79359,2006,1905,오동교
창원NC파크,버스,935.02998,1956,1830,자유무역지역정문(맞은편)
창원NC파크,버스,921.51905,1931,1931,마산역
창원NC파크,버스,810.80812,1716,1670,마산역.365병원
창원NC파크,버스,809.61466,1705,1722,마산역(동마산병원앞)
창원NC파크,버스,702.89115,1329,1304,마산우체국
창원NC파크,버스,672.70514,1309,1300,경남은행본점
창원NC파크,버스,916.73741,1253,1238,석전동육교
창원NC파크,버스,978.77458,1615,1727,석전사거리(신우빌리지맞은편)
창원NC파크,버스,941.9635,1352,1468,석전사거리(신우빌리지앞)
창원NC파크,버스,942.06232,1195,1334,국제주유소(건너편)
창원NC파크,버스,984.38603,1264,1398,국제주유소
창원NC파크,버스,983.6192,1230,1367,동중입구(천지리치빌앞)
창원NC파크,버스,959.33451,1508,1568,원불교교구청(삼성생명방면)
창원NC파크,버스,927.46524,1459,1519,원불교교구청(노비산입구방면)
창원NC파크,버스,985.33671,1715,1729,삼성생명(맞은편)
창원NC파크,버스,986.3524,1720,1726,삼성생명
창원NC파크,버스,784.40447,1502,1476,육호광장
창원NC파크,버스,202.72095,457,428,문화방송
창원NC파크,버스,993.37089,1824,1711,구)가야백화점(건너편)
창원NC파크,버스,345.19493,722,764,여성회관(맞은편안마사협회)
창원NC파크,버스,280.77842,502,481,동마산주유소(맞은편)
창원NC파크,버스,457.74787,490,455,야구장.마산회원구청
창원NC파크,버스,977.03344,1389,1443,양덕1동주민센타
창원NC파크,버스,941.6455,1582,1433,합포동
창원NC파크,버스,708.61942,1172,1251,육호광장(상남성결교회)
창원NC파크,버스,922.81205,1420,1287,산호동(용마산주유소)
창원NC파크,버스,614.94378,1020,1120,육호주유소(건너편)
창원NC파크,버스,851.17977,976,887,신세계백화점
창원NC파크,버스,609.15023,849,984,회원1동(주민센터)
창원NC파크,버스,836.78867,1002,960,고속버스터미널
창원NC파크,버스,681.53034,884,1025,무학여고(맞은편)
창원NC파크,버스,883.24896,1298,1292,한일로타리
창원NC파크,버스,782.80169,1302,1286,석전동(마산태봉병원앞)
창원NC파크,버스,801.92623,1165,1115,타워맨션
창원NC파크,버스,783.80958,1330,1332,한일타운
창원NC파크,버스,810.11471,1643,1583,역전치안센터
창원NC파크,버스,953.64991,2021,2047,마산역종점
고척스카이돔,버스,726.08453,1469,1459,세양청마루아파트
고척스카이돔,버스,948.29881,1050,1021,구일고교.구일초등학교
고척스카이돔,버스,919.58846,1027,1060,구일초등학교.구일고등학교
고척스카이돔,버스,778.89392,1112,1046,개봉역.영화아파트
고척스카이돔,버스,548.6679,835,793,개봉역.한마을아파트
고척스카이돔,버스,129.19688,528,496,동양미래대학.구로성심병원
고척스카이돔,버스,36.41161,553,533,동양미래대학.구로성심병원
고척스카이돔,버스,804.40509,1048,1058,구일역.제일제당.롯데마트
고척스카이돔,버스,867.99441,1051,1061,구일역.중앙유통상가.롯데마트
고척스카이돔,버스,963.76342,1142,1160,구로1동우체국
고척스카이돔,버스,249.93837,782,811,유풍약국
고척스카이돔,버스,367.69837,896,900,고척중학교
고척스카이돔,버스,703.42007,1045,1071,고척공구상가
고척스카이돔,버스,698.85431,1038,1065,공구상가
고척스카이돔,버스,742.23561,1185,1202,서울가든아파트
고척스카이돔,버스,758.37153,1192,1209,서울가든아파트
고척스카이돔,버스,501.77769,1039,1088,고척중학교
고척스카이돔,버스,537.59125,845,895,123전자타운.2001아울렛
고척스카이돔,버스,645.54735,1250,1302,고척시장
고척스카이돔,버스,568.91506,877,924,123전자타운.2001아울렛
고척스카이돔,버스,536.03682,1017,1061,고척1동주민센터.한효아파트
고척스카이돔,버스,564.06389,1033,1076,고척1동주민센터.한효아파트
고척스카이돔,버스,787.29033,747,808,GS25.한신아파트
고척스카이돔,버스,856.3966,773,772,현대상선.구일중학교
고척스카이돔,버스,885.22873,896,942,하이츠.영화.우방.한국현대
고척스카이돔,버스,798.54069,752,812,GS25.한신아파트
고척스카이돔,버스,616.0056,568,587,1호선구일역
